b_Regneville,Regnéville
b_kilmacrennan,Kilmacrennan
b_kilmartin,Kilmartin
b_kilmaurs,Kilmaurs
b_kiltsi,Etz
b_kimmerikon,Kimmerikon
b_kingarth,Kingarth
b_kingisepp,Yam
b_kingui,Kingui
b_kinlochkilkerran,Kinlochkilkerran
b_kinloss,Kinloss
b_kinross,Kinross
b_kios,Kios
b_kirang,Kírang
b_kirchberg,Kirchberg
b_kiri,Kiri
b_kirillobelozersky,Kirillo-Belozersky
b_kirim,Qirim
b_kirina,Kirina
b_kirishi,Kirishi
b_kirkcudbright,Kirkcudbright
b_kirkjubaer,Kirkjubær
b_kirkkonummi,Kyrkslätt
b_kirkstall,Kirkstall
b_kirov,Vice
b_kirumpaa,Kirempäh
b_kish,Kish
b_kishm,Keshem
b_kishmar,Kishmar
b_kishqeshmi,Kish
b_kiskhunalas,Kiskhunalas
b_kisnana,Kisnána
b_kissamos,Kissamos
b_kiszucaujhely,Kiszucaújhely
b_kita,Kita
b_kitros,Kitros
b_kittlitz,Kittlitz
b_kivi_vigala,Fickel
b_kiviloo,Feyefeuer
b_kiz,Kíz
b_kizhi,Kizhi
b_kizil,Kizil
b_kizkanan,Kízkánán
b_kizlyar,Kyzylyar
b_kladruby,Kladruby
b_klatovy,Klatovy
b_klaudiopolis,Klaudioupolis
b_klazomeanai,Klazomenai
b_kldekari,Kldekari
b_kleppe,Kleppr
b_kletsk,Kletsk
b_kleve,Kleve
b_klichen,Klicen'
b_klinsuzdal,Klin
b_klis,Klis
b_klisurski,Klisurski
b_kljuc,Kljuc
b_klobuk,Klobuk
b_knaresborough,Knaresborough
b_knegine,Knegine
b_knidos,Knidos
b_knin,Knin
b_knowth,Knowth
b_knyaginino,Knyaginin
b_kobas,Kobaš
b_kobenhavn,Kiopmanhafn
b_kobryn,Kobrin
b_kodak,Kodak
b_kodymaolivia,Kodyma
b_koghb,Koghb
b_kohaito,Kohaito
b_koivisto,Björkö
b_kokand,Khuwákand
b_koknese,Kokenhusen
b_kokshaysk,Kakšanla
b_kokysos,Kykysòs
b_kola,Kola
b_kolbatz,Kolbatz
b_kolding,Kaldyng
b_kolima,Kolima
b_kolin,Kolin
b_kolmar,Kolmar
b_koln,Köln
b_kolo,Kolo
b_kolocep,Kolocep
b_kolodiivka,Bakota
b_kolodyazhne,Kolodyan
b_kolomna,Kolomna
b_kolomyya,Kolomyja
b_koloneia,Koloneia
b_kolonvar,Kolonvár
b_kolossi,Kolossi
b_kolozsvar,Kolozsvár
b_kolpny,Kolpny
b_koluvere,Lohde
b_kolvereid,Kolvereid
b_komanachryse,Komana
b_komanapontica,Komana
b_komarom,Komárom
b_komiza,Komiža
b_komjat,Komját
b_kondrovo,Kremenets
b_kongsvinger,Vingr
b_konigsberg,Königsberg
b_konigsbergneumark,Königsberg in der Neumark
b_konin,Konin
b_konstanjevica,Landstrass
b_konstanz,Konstanz
b_kopcseny,Köpcsény
b_koper,Koper
b_koporje,Kopor'e
b_koprijan,Koprijan
b_koprzywnica,Koprzywnica
b_kopsis,Sopot
b_koptos,Koptos
b_kopys,Kopys'
b_koralla,Koralla
b_korasion,Korasion
b_korcula,Korcula
b_korla,Korla
b_kormocbanya,Körmöcbánya
b_kornelimunster,Kornelimünster
b_koron,Koron
b_koroneia,Koroneia
b_korostyn,Korostyn
b_korotoyak,Qaratayak
b_korpona,Korpona
b_korsev,Korsev
b_korshev,Korshev
b_korsun,Korsun
b_korti,Korti
b_kortrijk,Eeklo
b_koryazhma,Koräžm
b_kos,Kos
b_koscian,Koscian
b_koscierzyna,Koscierzyna
b_koshagyl,Koshagyl
b_kosseir,Qusayr
b_kostanay,Kostanay
b_kostroma,Kostroma
b_kostrzyn,Küstrin
b_kotelnich,Kokšarova
b_kotelnya,Kotel'nitsa
b_kothel,Köthel
b_kotoko,Kotoko
b_kotonkoro,Kotonkoro
b_kotor,Kotor
b_kotor_varos,Kotor
b_kotovskolivia,Kotovsk
b_kotyaion,Kotyaion
b_kotyora,Kotyora
b_kotyron,Kotyron
b_koufra,Koufra
b_koumbi_saleh,Koumbi Saleh
b_kouroussa,Kouroussa
b_kovacshaza,Kovácsháza
b_kovemino,Korenëvo
b_kovrov,Kovrov
b_kowal,Kowal
b_kozal,Kozal
b_kozalin,Kozalin
b_kozarac,Kozara
b_kozelets,Kozlohrad
b_kozelzk,Kozel'sk
b_kozle,Kozle
b_kraiburg,Kraiburg
b_krainburg,Krainburg
b_krakdeschevaliers,Le Crat
b_krakewitz,Krakewitz
b_krakow,Krakow
b_kraljic_krajina,Kraljic
b_kran,Krán
b_kranichberg,Kranichberg
b_krapperup,Krappathorp
b_kraprina,Kaprina
b_kraslava,Kraslava
b_krasnyy,Krasen
b_krasso,Krassóvár
b_krasznavar,Krasznavár
b_krazai,Kražiai 
b_kremenets,Kremenets
b_krems,Krems
b_kremsmunster,Kremsmünster
b_kremyonki,Lyubutsk
b_krestcy,Krestcy
b_kreuzburgnatangia,Kreuzburg
b_kreuznach,Kreuznach
b_kreva,Kréva
b_krichim,Krichim
b_krimulda,Kremon
b_krinvelde,Krinvelde
b_krizevci,Križevci
b_krk,Krk
b_krkar,Krkar
b_krnov,Krnov
b_kromeriz,Kromeriz
b_kromy,Krom
b_kropelin,Kropelin
b_krosno,Krosno
b_krosno_odrzanskie,Krosno
b_kruje,Kroia
b_krummediek,Krummediek
b_krusevac,Krusevac
b_krustpils,Kreutzburg
b_kruszwica,Kruszwica
b_krychaw,Kricev
b_ksaralkiali,Ksar al-Kilálí
b_kstovo,Kstovo
b_kteina,Kteina
b_ktish,Ktiš
b_kubachi,Zirih-garan
b_kuban,Papagi
b_kubar,Kubar
b_kucevo,Kucevo
b_kucha,Kucha
b_kudymkar,Kudymkör
b_kufah,Kúfa
b_kuhak,Kúhak
b_kuhbanan,Kúhbanán
b_kuhenring,Kuenring
b_kuinre,Kuinre
b_kuka,Kuka
b_kukiya,Kukiya
b_kuklen,Kuklen
b_kukuchi,Kukuchi
b_kukullovar,Küküllõvár
b_kulb,Kulb
b_kuldiga,Goldingen
b_kuma,Kuma
b_kumayri,Kumayri
b_kumukh,Kumuk
b_kumurdo,Kumurdo
b_kundur,Qondúr
b_kungahalla,Konungahella
b_kunstat,Kunstat
b_kuopio,Kuopio
b_kupiskis,Kupiskis
b_kuran,Korán
b_kurdar,Kurdar
b_kuressaare,Arensburg
b_kurgus,Kurgus
b_kuri,Kurí
b_kurkath,Kurkath
b_kurkliai,Kurkliai
b_kurmysh,Kurmyš
b_kursk,Kursk
b_kurunk,Kurunk
b_kusai,Kusai
b_kusata,Kusata
b_kushaniya,Kusháníya
b_kushk,al-Kúshk
b_kussenberg,Kussenberg
b_kusuy,Kúsúy
b_kutaisi,Kutaisi
b_kutjevo,Kutjevo
b_kutum,Kútum
b_kuusisto,Kustö
b_kvetera,Kvetera
b_kyburg,Kyburg
b_kykko,Kykko
b_kykkos,Kykkos
b_kymundsdorf,Kymuntpilis
b_kynya,Kin
b_kypsela,Kypsela
b_kyrenia,Keryneia
b_kyritz,Kyritz
b_kyzikos,Kyzikos
b_kyzistra,Kyzistra
b_la_bisbal,La Bisbal
b_la_chambre,la Chambre
b_la_roche-bernard,La Roche-Bernard
b_la_roche_montbeliard,La Roche
b_la_spezia,La Spezia
b_laalgaba,La Algaba
b_laar,Laar
b_labbeyblese,Blesle
b_labda,Labda
b_labiau,Labiau
b_labin,Albona
b_labrede,La Brèda
b_labrit,Labrit
b_lacedaemonia,Lakedaimonia
b_lachaisedieu,La-Chaise-Dieu
b_lade,Hlaðir
b_ladte,Lad
b_laerdalsoeyri,Læradalr
b_laft,Laft
b_lafur,Lafur
b_laghir,Lághir
b_lagineta,La Gineta
b_lagodekhi,Lagodekhi
b_lagos,Lagos
b_lagrasse,La Grassa
b_laguardia,Laguardia
b_laguarres,Laguarres
b_lahidjan,Láhiján
b_laholm,Lagheholm
b_lahoysk,Logozsk
b_lahti,Lahtis
b_lahun,al-Lahún
b_laibach,Laibach
b_laino,Laino
b_laiuse,Lais
b_lajazzo,Aigeai
b_lakhrab,Lakhráb
b_lakka,Laqqa
b_lalibela,Lalibela
b_lamas,Antiókheia
b_lamayuru,Lamayuru
b_lambassar,Lambassar
b_lambeth,Lambeth
b_lamego,Lamego
b_lamghan,Lamghán
b_lampa,Lampe
b_lampron,Lampron
b_lamproncilicia,Lampron
b_lampsakos,Lampsakos
b_lanark,Lanark
b_lancaster,Lancaster
b_land_stargard,Stargard
b_landau,Landau
b_landau_pfalz,Landau
b_landevennec,Landévennec
b_landrecies,Landrecies
b_landsberg,Landsberg
b_landsberg_bayern,Landsberg
b_landsberg_oder,Landsberg an der Oder
b_landser,Landser
b_landshut,Landshut
b_landstejn,Landstejn
b_langa,Langá
b_langadas,Langades
b_langonnet,Langonnet
b_langosco,Langosco
b_langres,Langres
b_lanzser,Lánzsér
b_laodikeia,Laodikeia
b_lapenya,La Peña
b_lapithos,Lapetos
b_lapusnei,Lapusnei
b_lar,Lár
b_lara,Lara
b_laraiche,Laraiche
b_larak,Larak
b_laranda,Laranda
b_lardea,Lardeya
b_laredo,Laredo
b_largentiere,Largentiere
b_larino,Larino
b_larissa,Larissa
b_larnaca,Larnaka
b_laroche,La Roche
b_larochelle,La Rochelle
b_laroda,La Roda
b_larroque,Era Arròca
b_las_bellostas,Las Bellostas
b_lasalvetatsaintgilles,La Sauvetat de Sent Gili
b_laseudurgell,La Seu d'Urgell
b_lashom,Lashom
b_lasnamae,Lakederberge
b_laspedroneras,Las Pedroñeras
b_lastours,Las Tors
b_lastovo,Lastovo
b_latakiah,Laodicia
b_latourdupin,La-Tour-Du-Pin
b_laudonas,Laudohn
b_lauenburg,Lauenburg
b_lauenrode,Roden
b_lauenstein,Lauenstein
b_laufenburg,Laufenburg
b_lauffen,Lauffen
b_laujuzan,Laur Jusan
b_launceston,Launceston
b_laurenburg,Laurenburg
b_lauria,Lauria
b_lauro,Lauro
b_lausanne,Laussane
b_lauterberg,Lauterberg
b_lauterburg,Lauerburg
b_lautern,Lautern
b_lavagna,Lavagna
b_laval,Laval
b_lavant,Lavant
b_lavaur,La Vaur
b_lavello,Lavello
b_lavrashevmonastery,Lavrashev
b_lawan,Lawan
b_laylan,Laylan
b_lazdynai,Lazdynai
b_le_cateau_cambresis,Le Cateau
b_le_monastier_sur_gazeill,Sur Gazeill
b_leabbeysauxillanges,Sauxillanges
b_lebaiskari,Lebaiskari
b_lebedos,Lebedos
b_lebenau,Lebenau
b_lebno,Lêbno
b_lecce,Lecce
b_lecco,Lecco
b_lecheylard,Lo Chailar
b_lechsgemund,Lechsgemünd
b_leck,Lecky
b_lecrotoy,Crotoy
b_leczyca,Leczyca
b_ledbury,Ledbury
b_ledesma,Ledesma
b_ledestroit,Le Destroit
b_leeds,Leeds
b_leedsinkent,Leeds
b_leefdaal,Leefdaal
b_leer,Leer
b_leeuw,Leeuw
b_leeuwarden,Leeuwarden
b_lefakara,Lefakara
b_lefkas,Hagía Maúra
b_legnica,Legnica
b_legnickie_pole,Pole
b_lehe,Lehe
b_lehnin,Lehnin
b_lehsen,Lehsen
b_leicester,Leicester
b_leicester_abbey,St Mary de Pratis
b_leichfield,Lichfield
b_leiden,Leiden
b_leighton,Leighton
b_leiningen,Leiningen
b_leipzig,Leipzig
b_leiria,Leiria
b_leisnig,Leisnig
b_leith,Leith
b_lekahungary,Léka
b_lekhonia,Lekhonia
b_leksuri,Leksuri
b_leksvik,Ljoxa
b_lelchytsy,Lel'cicy
b_lelesz,Lelesz
b_lelow,Lelów
b_lemdiyya,Lamdiyya
b_lengberg,Lengberg
b_leno,Leno
b_lenoncourt,Lenoncourt
b_lentiana,Lentiana
b_lenzburg,Lenzburg
b_leoben,Leoben
b_leominster,Leominster
b_leon,León
b_leonberg,Leonberg
b_leontopolis,Zaliche
b_lepe,Lepe
b_lepoglava,Lepoglava
b_leptismagna,Leptis Magna
b_lepuy,Le Puy
b_lerins,Lerins
b_lesina_capitanata,Lesina
b_lesja,Lesjar
b_lespieux,Podiis
b_leuchars,Leuchars
b_leuchtenberg,Leuchtenberg
b_leuk,Leuk
b_leukai,Leukai
b_leushi,Leuši
b_leuven,Leuven
b_leva,Léva
b_levadia,Livadeia
b_levyhradec,Levyhradec
b_lewes,Lewes
b_lewowek_slaski,Lewówek
b_leyre,Leyre
b_lezergue,Lezergue
b_lezhe,Lissòs
b_lgov,Olgov
b_lhundrub,Lhundrub
b_liancourt,Liancourt
b_libtripoli,Tripolis
b_licata,Licata
b_lichtenberg,Lichtenberg
b_lichtenburg,Lichtenburg
b_lida,Lyda
b_lidgate,Lidgate
b_lidkoping,Lidköping
b_lidoriki,Loidorikion
b_lidzbark,Lidzbark
b_liebana,Liebana
b_liechtenstein,Liechtenstein
b_liege,Liege
b_lieksa,Lieksa
b_lielstraupe,Roop
b_lielvarde,Lenewarden
b_lienz,Lienz
b_liepaja,Libau
b_liepiel,Lepel'
b_lieto,Lieto
b_liffre,Liffré
b_ligneybarroias,Liegny
b_ligny,Ligny
b_lihula,Leal
b_liinmaa,Vreghdenborch
b_lika,Lika
b_liknes,Hvinir
b_lille,Rijsel
b_lillehammer,Lilþlæ Hamarr
b_lillhardal,Lillhärdal
b_limbazi,Lemsahl
b_limbek,Limbekburgr
b_limburg,Limburg
b_limburg_lahn,Lahn
b_limerick_castle,Limerick
b_limmassol,Lemesos
b_limotges,Limòtges
b_limoux,Limós
b_limpurg,Limpurg
b_linau,Linau
b_lincoln,Lincoln
b_lindau,Lindau
b_lindau_sachsen,Lindau
b_lindisfarne,Lidnisfarne
b_lindos,Lindos
b_lingen,Lingen
b_linstow,Linstow
b_linz,Linz
b_lipa,Lipa
b_lipetsk,Yauchy
b_lipljan,Lipljan
b_liplje,Liplje
b_lippa,Lippa
b_lippe,Lippe
b_liptoszentmiklos,Liptószentmiklós
b_lisboa,Lisboa
b_lisdra,Lýstra
b_lishtar,Líshtar
b_liskeard,Liskeard
b_lisle-en-barrois,Lisle-en-Barrois
b_lislejourdain,L'Isla de Baish
b_lisnatreanduff,Lisnatreanduff
b_litomerice,Litomerice
b_little_sarai,Saray-Jük
b_little_sarai_aqtobe,Aqtöbe
b_littleport,Littelport
b_livani,Livenhof
b_liverpool,Liverpool
b_livkand,Livkand
b_livna,Hlivno
b_livny,Ust-Livny
b_liw,Liw
b_ljungby,Ljungby
b_lladorre,Lladorre
b_llanafan_fawr,Llanafan Fawr
b_llandaff,Llandaff
b_llanddewi_brefi,Llanddewi Brefi
b_llanelli,Llanelli
b_llanelwy,Llanelwy
b_llanfyllin,Llanfyllin
b_llangeitho,Llangeitho
b_llangelynin,Llangelynin
b_llangollen,Llangollen
b_llangorse,Llangorse
b_llanidoes,Llanidoes
b_llanismel,Llanismel
b_lleida,Lleida
b_llerena,Llerena
b_llimiana,Llimiana
b_llivia,Llivia
b_llorda,Llorda
b_loarre,Loarre
b_lobauprussia,Lubawa
b_lobbes,Lobbes
b_lobdaburg,Lobdaburg
b_lobenstein,Lobenstein
b_lobnitz,Löbnitz
b_loborgrad,Lobor
b_locarno,Locarno
b_lochindorb,Lochindorb
b_lochmaben,Lochmaben
b_locmine,Locminé
b_locse,Löcse
b_lodeve,Lodeva
b_lodi,Lodi
b_lodz,Lódz
b_logne,Logne
b_logronyo,Logroño
b_logstein,Lagasteinn
b_loharakota,Loharakotta
b_lohja,Lojo
b_loiano,Loiano
b_loitz,Loitz
b_loja,Loja
b_loket,Loket
b_loknya,Loknya
b_lokrum,Lokrum
b_lom,Lóm
b_lombers,Lombèrs
b_lombez,Lombèrs
b_lomello,Lomello
b_lomma,Lummæ
b_lomza,Lómza
b_london,London
b_long_buckby,Buckby
b_longibardopoulos,Longibardopoulos
b_longnyauperche,Longny
b_longtun,Lagatýn
b_longwy,Longwy
b_loon,Loon
b_loos,Lohes
b_lopadion,Lopadion
b_lopasnja,Lopasnya
b_lopatna,Lopatna
b_lopatyn,Lopatyn
b_lora_del_rio,Lora del Río
b_lorca,Lorca
b_lorch,Lorch
b_loreto,Loreto
b_loreto_costiglione,Loreto
b_loriberd,Loriberd
b_lorsch,Lorsch
b_losk,Losk
b_lostwithiel,Lostwithiel
b_lotzen,Letzenburg
b_loudeac,Loudéac
b_loughborough,Loughborough
b_loughor,Loughor
b_loule,Loulé
b_loulon,Loulon
b_louny,Louny
b_lourdes,Lourde
b_lourinha,Lourinha
b_louvois,Louvois
b_lovech,Lovech
b_lowenstein,Löwenstein
b_lowestoft,Lowestoft
b_lowicz,Lowicz
b_loza,Loza
b_lubaczow,Lubacev
b_luban,Lauban
b_lubana,Lubahn
b_lubben,Lübben
b_lubeck,Lübeck
b_lubiaz,Lubiaz
b_lubin,Lubin
b_lubiszewo,Lubiszewo
b_lublin,Lublin
b_lubny,Lubno
b_luboml,Luboml
b_lubusz,Lebus
b_lucca,Lucca
b_lucena,Lucena
b_luceoli,Luceoli
b_luchow,Lüchow
b_lucin,Lucin
b_luckau,Luckau
b_ludgershall,Ludgershall
b_ludlow,Ludlow
b_ludza,Lutzen
b_lugo,Lugo
b_lugo_cunio,Lugo
b_lugos,Lugos
b_lukolm,Lukoml
b_lukow,Lukow
b_lukski,Lucin
b_luna,Luna
b_luna_ligure,Luna
b_lund,Lund
b_lundamo,Lundar
b_lunden,Lunden
b_lundy,Lundy
b_luneberg,Lünberg
b_luneburg,Lüneburg
b_luneville,Luneville
b_luninets,Maly Lunin
b_lupfen,Lupfen
b_lurdagan,Lordegán
b_lure,Lure
b_luton,Luton
b_lutry,Lutry
b_lutsk,Lutsk
b_lutter,Lutter
b_lutzelstein,Lutzelstein
b_luxembourg,Luxembourg
b_luxeuil,Luxeuil
b_luxor,Al-Aqsur
b_luzern,Luzern
b_lvov,L'vov
b_lydda,Lidde
b_lydford,Lydford
b_lye,Lýgi
b_lykandos,Lykandos
b_lyme,Lyme
b_lymington,Lymington
b_lympne,Lympne
b_lyndhurst,Lyndhurst
b_lynn,Lynn
b_lyon,Lyon
b_lyubar,Bolokhovo
b_lyubech,Lyubech
b_lyubeshiv,Lyubyaz'
b_lyubim,Lyubim
b_lyubytino,Beloye
b_lyutitsa,Lyutitsa
b_maaltha,Ma'altha
b_maarstricht,Maarstricht
b_maasi,Sonenburg
b_mabruk,Mabruk
b_macao,Macao
b_macclesfield,Macclesfield
b_macerata,Macerata
b_machka,Hierà Monè Panagías Soumelà
b_macina,Massina
b_macva,Macva
b_madain,Mada'in
b_madderty,Madderty
b_madinabanusulaim,Madína Banu Sulaim
b_madinat_al_zahra,Madínat al-Zahrá'
b_madminiya,Madminíya
b_madogsa,Madogsa
b_madona,Modohn
b_madrid,Madrid
b_madyan,Madyan
b_madyta,Madytos
b_maenza,Maenza
b_maere,Mærin
b_mafra,Mafra
b_magdeburg,Magdeburg
b_maghas,Maks
b_maghdouche,Maghdouché
b_maghmadas,Maghmadás
b_maghnia,Maghnia
b_maghun,Maghún
b_magida,Magida
b_maglic,Maglic
b_magnesia,Magnesia
b_magnyenvexin,Magny
b_maguelone,Magalona
b_magyarovar,Magyaróvár
b_mahalkufa,Máh-al-Kúfa
b_mahan,Máhán
b_mahareaka,Mahareaka
b_mahdia,Mahdíya
b_mahjam,al-Mahjam
b_mahkanaberd,Mahkanaberd
b_mahon,Mahón
b_mahruban,Mahrubán
b_maidenhead,South Ellington
b_maidla,Maydell
b_maifaa,Maifa'a
b_mainz,Mainz
b_maitenon,Meistenon
b_majar,Madjara Suba
b_makari,Makari
b_makarska,Makarska
b_makaryevskymonasterytver,Makaryevsky
b_makisin,Makisin
b_makli,Sammanagar
b_makohungary,Makó
b_makri,Makri
b_maku,Maku
b_malaga,Málaga
b_malagina,Malangeia
b_malakopeia,Malakopeia
b_malal,Malal
b_malandara,Malandara
b_malbork,Marienburg
b_maldon,Maldon
b_male,Male
b_malgarten,Malgarten
b_malikira,Mali Kira
b_malikura,Malikura
b_malin,Málin
b_malin-bakharz,Málin-Bákharz
b_mallahsyria,Mallah
b_malmedy,Malmedy
b_malmesbury,Malmesbury
b_malmo,Malmoghe
b_malmyzh,Malmyž
b_malogoszcz,Malogoszcz
b_malpas,Malpas
b_malpils,Lemburg
b_malton,Malton
b_malvern,Malvern
b_mamai,Mamai
b_mamistra,Mopsouestía
b_mammi,Mammi
b_mamtir,Mamtir
b_mamure,Mamure
b_manacor,Manacor
b_manan,Manan
b_manasija,Resava
b_manderscheid,Manderscheid
b_mandok,Mándok
b_manfalut,Manfalút
b_manfuha,Mafuha
b_mangalia,Pangalia
b_mangualde,Mangualde
b_mangup,Doros
b_mangyshlak,Mangyshlak
b_manopello,Manopello
b_manresa,Manresa
b_mansfeld,Mansfeld
b_manshan,Manshán
b_mansilladelasmulas,Mansilla de las Mulas
b_mansura,Mansura
b_mansura_mansura,Mansura
b_mansura_tlemcen,al-Mansúra
b_manteigas,Manteigas
b_mantua,Mantua
b_manu,Mánú
b_manuf,Manúf
b_manych,Ugru
b_manzanares,Manzanares
b_manzikert,Manazkert
b_mao,Mao
b_maqqara,Maqqara
b_marabout,Marabout
b_maraclea,Maraclée
b_maradi,Maradi
b_marand,Marand
b_maranda,Maranda
b_marandet,Marandet
b_maransaunis,Marans
b_marash,Germanikeia
b_marat,Marát
b_marbella,Marbella
b_marburg,Marburg
b_marcaria,Marcaria
b_marche_en_famenne,Marche-en-Famenne
b_marciena,Martzenhof
b_margam,Margam
b_margat,Margat
b_margate,Margate
b_marghinan,Marghínán
b_mariana,Mariana
b_mariavolgy,Máriavölgy
b_maribor,Marburg
b_maridfortress,Marid
b_maridin,Maridin
b_marienkloster_meldorf,Marienkloster
b_marienwaerdt,Mariënwaerdt
b_marienwerder,Marienwerder
b_marienwerder_diesdorf,Diesdorf
b_markeli,Markeli
b_market_harborough,Harborough
b_marlborough,Marlborough
b_marlesaisnes,Marle
b_marmashen,Marmashen
b_marmattai,Dayro d-Mor Mattai
b_marmirolo,Marmirolo
b_maroilles,Maroilles
b_maroneia,Maroneia
b_maros,Maros Vásárhely
b_marquartstein,Marquartstein
b_marrakech,Marrákush
b_marsaalam,Marsalám
b_marsaalkharaz,Marsá al-Kharaz
b_marsafarukh,Marsa Farúkh
b_marsal,Marsal
b_marsarkismoenstary,Mar Sarkis
b_marsascala,Wied il-Ghajn
b_marsciano,Marsciano
b_marseille,Marseille
b_marsico,Marsico
b_marstetten,Marstetten
b_marstrand,Marstrand
b_martakert,Martakert
b_martalqamonestary,Mar Talqa
b_martesana,Martesana
b_martigny,Martigny
b_martil,Martil
b_martirano,Martirano
b_martos,Martos
b_martuba,Martuba
b_martvili,Martvili
b_marvao,Marvão
b_marvejols,Maruèjols
b_marwitz,Marwitz
b_marya,Marya
b_mashiz,Mashíz
b_masila,Masíla
b_masjidsad,Masjid Sa'd
b_masra,Masra
b_masra_sakmar,Masra
b_massa,Massa
b_massa_ligure,Massa
b_massa_marittima,Massa Marittima
b_massillargues,Macilhargues
b_massing,Massing
b_massino,Massino
b_mastai,Mastai
b_matam,Matam
b_mataplana,Mataplana
b_matara,Matara
b_matelica,Matelica
b_matera,Matera
b_mathrafal,Mathrafal
b_matochina,Vukelu
b_matrei,Matrei
b_mattija,Mattíja
b_maubeuge,Maubeuge
b_maughold,Maughold
b_maun_monestary,Santa Krševana
b_maurepas,Malrepast
b_mauron,Maoron
b_maxstoke,Maxstoke
b_mayaki,Mayaki
b_maybole,Maybole
b_maybudh,Maybudh
b_mayhana,Mayhana
b_mayin,Máyin
b_mayyafarikin,Mayyáfáriqín
b_mazduran,Mazdurán
b_mazinan,Mazínán
b_mazouna,Mázúna
b_mazyr,Mozyr'
b_mdina,Mdina
b_mdiq,Mdiq
b_meaux,Meaux
b_mecca,Makka
b_mechelen,Mechelen
b_mechernich,Mechernich
b_mecklemburg,Mecklemburg
b_medea,Medeia
b_medellin,Medellín
b_medemblik,Medemblik
b_medenine,Medenine
b_medina,Madína
b_medinaceli,Medinaceli
b_medinadelcampo,Medina del Campo
b_medinaderioseco,Medina de Rioseco
b_medinasidonia,Medina Sidonia
b_medinasiyasa,Medina Siyasa
b_medininkai,Medininkai
b_medun,Medun
b_medvedgrad,Medvedgrad
b_medveditsa,Medveditsa
b_medyn,Medyn
b_megara,Megara
b_meinarti,Meinarti
b_meiningen,Meiningen
b_meissen,Meissen
b_mekhadma,Mkhádma
b_meknes,Miknásá
b_melanoudion,Melanoudion
b_meldorf,Meldorf
b_melenki,Melenki
b_melfi,Melfi
b_melgueil,Melguèlh
b_melika,Melíka
b_melilla,Malíla
b_melitopol,Kyzyl-Yar
b_melk,Melk
b_melnik_strumica,Melnik
b_melrose,Melrose
b_melton_mowbray,Melton
b_melun,Melun
b_mema,Mema
b_membressa,Membressa
b_memleben,Memleben
b_memmingen,Memmingen
b_menachernigov,Mena
b_mende,Mende
b_menthon,Menthon
b_menzelinsk,Minzälä
b_meppen,Meppen
b_meran,Meran
b_meranges,Meranges
b_merefa,Merefa
b_merevale,Merevale
b_mergentheim,Mergentheim
b_merida,Mérida
b_merkine,Merkine
b_meroe,Meroe
b_meronisreal,Meron
b_mersamatruh,Matruh
b_merseburg,Merseburg
b_merthyr_tydfil,Merthyr Tydfil
b_mertikerton,Medzgerd
b_mertola,Mértola
b_mertulematiam,Mertule Matiam
b_meruwah,Meruwa
b_merv,Marï
b_merzig,Merzig
b_mesembria,Nesebr
b_meshchovsk,Meshchovsk
b_messina,Messina
b_metten,Metten
b_metz,Metz
b_meung,Meung
b_meursault,Meursault
b_mevouillon,Mévoillon
b_mezek,Mezek
b_mezen_pechora,Mozyn
b_mezhyrica,Micesk
b_mezieres,Mézières
b_mezotne,Mesothen
b_mgarr,Mgarr
b_mglin,Mglin
b_miadziel,Mjadel'
b_michalowo,Michalowo
b_michurinsk,Kozlov
b_midaion,Midaion
b_midar,Midar
b_middelburg,Middelburg
b_middleham,Middleham
b_middlesbrough,Middlesbrough
b_midoun,Mudoun
b_miedzyrzecz,Miedzyrzecz
b_mijas,Mijas
b_mikhaylov,Mikhaylov
b_mikkeli,Sankt Michel
b_mikolow,Mikolów
b_mikulcice,Mikulcice
b_mikulov,Mikulov
b_mila,Mila
b_milano,Milano
b_milazzo,Milazzo
b_mile,Mile
b_mileham,Mileham
b_mileseva,Mileševa
b_mileto,Mileto
b_miletopolis,Miletoupolis
b_miletos,Miletos
b_milevsko,Milevsko
b_miliana,Milyána
b_miljet,Miljet
b_millau,Milhau
b_millstatt,Millstatt
b_mimizan,Mamisan
b_mindelheim,Mindelheim
b_minden,Minden
b_mineo,Mineo
b_minerve,Menèrba
b_minsk,Minsk
b_miolans,Miolans
b_mir,Mir
b_mirabel,Mirabel
b_miranda_do_corvo,Miranda do Corvo
b_mirandadeebro,Miranda de Ebro
b_mirandola,Mirandola
b_miravet,Miravet
b_mirbat,Mirbat
b_mirecourt,Mirecourt
b_mirepoix,Mirapeis
b_mirnyj_kislovodsk,Samiran
b_mirwart,Mirwart
b_misiwwa,Misiwwa
b_miskolc,Miskolc
b_misni,Misni
b_misox,Misox
b_misratah,Suwayqat ibn Mathkúd
b_missour,Missour
b_mistheia,Mistheia
b_mistra,Mystra
b_mistretta,Mistretta
b_mithymna,Mithymna
b_mitishkino,Mstislavec
b_mitrovia,Szávaszentdemeter
b_mitterburg,Pisino
b_mittromneystyle_heeeeeeeeeey_wealthy_ladies,Romen
b_mntathos,Hágion Óros
b_mnttabor,Mont Tabor
b_moate,Moate
b_moatfarrell,Moatfarrell
b_mocha,Mukha
b_modena,Modena
b_modica,Modica
b_modigliana,Modigliana
b_modon,Methone
b_modor,Modor
b_modrene,Modrene
b_modrus_castle,Modruš
b_moerkerke,Moerkerke
b_moers,Moers
b_mogadouro,Mogadouro
b_mogliev,Mogliëv
b_moglino,Moglino
b_moguer,Moguer
